"DHB","Population","Full_IM","Rate","group","breakdown","from_file","until_month","until_year","until_month_n","until_year_n"
"Hawkes Bay",29,24,0.827586,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",49,42,0.857143,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",11,NA,0.818182,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",45,33,0.733333,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",28,22,0.785714,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",16,11,0.6875,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",NA,NA,0.555556,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",51,46,0.901961,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",NA,NA,0.666667,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",19,14,0.736842,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",97,77,0.793814,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",NA,NA,NA,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",337,278,0.824926,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",NA,NA,0.5,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",NA,NA,1,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",1772,1448,0.817156,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",271,208,0.767528,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",72,42,0.583333,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",262,181,0.69084,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",172,129,0.75,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",213,152,0.713615,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",33,19,0.575758,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",70,59,0.842857,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",31,22,0.709677,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",60,29,0.483333,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",75,50,0.666667,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",44,23,0.522727,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",NA,NA,0.666667,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",117,85,0.726496,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",13,NA,0.692308,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",41,28,0.682927,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",138,81,0.586957,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",NA,NA,0.714286,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",306,219,0.715686,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",11,NA,0.454545,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",21,15,0.714286,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",1966,1367,0.69532,"Other","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",240,193,0.804167,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",46,28,0.608696,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",322,230,0.714286,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",299,232,0.77592,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",178,129,0.724719,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",54,39,0.722222,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",95,76,0.8,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",38,25,0.657895,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",62,49,0.790323,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",65,54,0.830769,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",25,17,0.68,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",29,23,0.793103,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",180,142,0.788889,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",23,14,0.608696,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",48,28,0.583333,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",206,126,0.61165,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",19,13,0.684211,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",316,234,0.740506,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",17,14,0.823529,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",NA,NA,0.571429,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",2269,1670,0.736007,"Total","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",270,201,0.744444,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",106,66,0.622642,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",354,270,0.762712,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",192,141,0.734375,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",244,183,0.75,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",61,39,0.639344,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",72,56,0.777778,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",44,34,0.772727,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",97,65,0.670103,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",76,51,0.671053,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",72,40,0.555556,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",46,37,0.804348,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",195,159,0.815385,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",NA,NA,0.666667,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",72,47,0.652778,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",211,120,0.56872,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",21,17,0.809524,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",353,264,0.747875,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",11,NA,0.818182,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",30,18,0.6,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",2533,1821,0.71891,"NZE","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",304,227,0.746711,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",134,95,0.708955,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",367,246,0.6703,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",156,100,0.641026,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",204,136,0.666667,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",111,87,0.783784,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",96,71,0.739583,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",44,26,0.590909,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",127,83,0.653543,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",103,75,0.728155,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",111,60,0.540541,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",40,31,0.775,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",200,173,0.865,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",20,11,0.55,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",108,79,0.731481,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",200,130,0.65,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",33,21,0.636364,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",414,273,0.65942,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",22,17,0.772727,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",36,27,0.75,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",2830,1968,0.695406,"Maori","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",379,285,0.751979,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",157,95,0.605096,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",282,198,0.702128,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",136,106,0.779412,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",335,223,0.665672,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",131,85,0.648855,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",103,74,0.718447,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",58,40,0.689655,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",142,83,0.584507,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",106,77,0.726415,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",124,69,0.556452,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",31,24,0.774194,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",193,153,0.792746,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",22,12,0.545455,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",114,78,0.684211,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",270,150,0.555556,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",39,32,0.820513,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",383,248,0.64752,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",45,31,0.688889,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",49,34,0.693878,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",3099,2097,0.67667,"Pacific","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",416,268,0.644231,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",234,119,0.508547,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",194,134,0.690722,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",153,103,0.673203,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",873,501,0.573883,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",219,139,0.634703,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",125,91,0.728,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",149,83,0.557047,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",124,58,0.467742,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",43,29,0.674419,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",236,123,0.521186,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",23,19,0.826087,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",131,105,0.801527,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",111,48,0.432432,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",76,42,0.552632,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",367,197,0.536785,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",20,16,0.8,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",174,112,0.643678,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",16,NA,0.4375,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",92,54,0.586957,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",3776,2248,0.595339,"Asian","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",120,90,0.75,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",124,71,0.572581,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",148,117,0.790541,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",58,47,0.810345,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",518,334,0.644788,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",28,21,0.75,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",39,33,0.846154,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",64,44,0.6875,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",72,46,0.638889,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",75,46,0.613333,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",116,54,0.465517,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",NA,NA,0.6,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",67,42,0.626866,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",17,NA,0.529412,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",10,NA,0.7,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",170,100,0.588235,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",NA,NA,NA,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",392,251,0.640306,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",NA,NA,1,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",NA,NA,0.666667,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",2030,1319,0.649754,"Other","deprevation","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",1682,1307,0.777051,"Total","ethnic","immunisation-3months-mar2012.xls","March ","12",3,2012
